COD_STRUMENTO;DESCR_STRUMENTO;DESCR_TIPO_STRUMENTO;QUERY;NOTE
SB09;Attuazione dei ÃÂ¿Programmi straordinari per lo sviluppo delle raccolte differenziate, il recupero e il ricicloÃÂ¿ e del ÃÂ¿Programma straordinario per la prevenzione e riduzione dei rifiutiÃÂ¿;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SB10;Completamento del sistema impiantistico di trattamento e compostaggio;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SB12;Interventi per il recupero e il riutilizzo delle risorse idriche non pregiate per usi compatibili in ambito irriguo e civile;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SB13;IV.1.2.c - Interventi di bonifica / messa in sicurezza di discariche pubbliche dismesse  - INT1 E 2;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SB1R;Recupero e ripristino naturalistico/paesaggistico degli ambiti degradati e vulnerabili, anche mediante lÃÂ¿eliminazione dei detrattori ambientali;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SBOB;Linea di Azione IV.1.1.a: Realizzazione di opere infrastrutturali per adeguamento e potenziamento del Servizio Idrico Integrato (Acquedotti, fognature e depuratori) e le Risorse premiali FSC - ODS (S-;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SE01;Iniziative ed eventi sportivi;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SE02;Interventi di messa in sicurezza degli edifici scolastici di proprietÃÂ  degli Enti Locali abruzzesi;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SE03;Attuazione del Piano di Azione Obiettivi di Servizio ÃÂ¿ Servizi di cura per lÃÂ¿infanzia (Linea su 2 Direzioni - vedi anche Direzione DL);STRUMENTI DI ATTUAZIONE DIRETTA;0;
SE04;Verifica della sicurezza sismica, adeguamento e riqualificazione del patrimonio di edilizia residenziale pubblica esistente e degli edifici pubblici destinati ad attivitÃÂ  sociali di tipo residenzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SE05;Potenziamento del patrimonio di edilizia residenziale pubblico con affitto a canone concordato nei quartieri degradati delle cittÃÂ ;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SE06;Interventi di messa in sicurezza dal rischio sismico delle strutture ove hanno sede i Municipi ed altre funzioni pubbliche comunali (con esclusione delle scuole) e degli edifici di proprietÃÂ  dellÃ;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SE08;Attuazione del Piano di Azione Obiettivi di Servizio ÃÂ¿ Servizi di cura per lÃÂ¿infanzia (Linea su 2 Direzioni - vedi anche Direzione DC);STRUMENTI DI ATTUAZIONE DIRETTA;0;
SE11;Linea d'azione I.3.1.c - Campionati mondiali di sci, cat. Juniores, Roccaraso 2012;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SE12;Linea di Azione 1.3.1.c Iniziative ed eventi sportivi;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SE13;Iniziative ed eventi sportivi;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SEOB;Attuazione del Piano di Azione Obiettivi di Servizio - Servizi di cura per l'infanzia (Linea su 2 Direzioni - vedi anche Direzione DL);STRUMENTI DI ATTUAZIONE DIRETTA;0;
SF01;Sostenere le imprese operanti nei settori dell'industria, del commercio, dell'artigianato, del sociale, dei servizi e della cooperazione nei processi di nascita, innovazione, diversificazione ed espan;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SF02;Sostenere le Imprese operanti nei settori dellÃÂ¿ind, del comm., dellÃÂ¿artig., del sociale, dei servizi e della cooperazione nei processi di nascita, innovazione, divers. ed esp comm e prod;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SF03;Bando iniziative di localizzazione, ampliamento e ammodernamento di unitÃÂ  industriali, attraverso l'utilizzo di CdS Locale per promuovere la competitivitÃÂ  del sistema prod. ed occup. R. A.;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SG01;Messa in sicurezza della sede dell'ARIT e delle banche dati ivi contenute;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SI01;Linea dÃÂ¿azione I.2.3.a ÃÂ¿ INT.1 ÃÂ¿Azioni di sistema volte a promuovere lo sviluppo territoriale di filiere e reti dÃÂ¿imprese, anche in rete europeaÃÂ¿;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SI03;Promuovere e valorizzare la destinazione turistica mediante la fruibilitÃÂ  delle risorse materiali ed immateriali, integrate ed aggregate, incentivando il raggiungimento di elevati standard di quali;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SI04;Aumentare la competitivitÃÂ  della destinazione favorendo la cooperazione e le reti di aggregazione settoriale e territoriale di soggetti privati e/o pubblico-privati dellÃÂ¿offerta;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SI05;Linea d'azione I.3.1.d - Attivazione realizzazione progetti di eccellenza orientati al miglioramento dell'offerta integrata e alla successiva commercializzazione da parte di DMC e PMC;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SI3R;Iniziative ed eventi culturali connessi all'offerta turistica di destinazione e/o prodotto;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SL02;Azione di sistema per rafforzare la capacitÃÂ  amministrativa e modernizzare la Regione nelle materie oggetto della riforma federalista;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SL04;Garantire l'efficiente programmazione e implementazione del PAR FAS attraverso attivitÃÂ  di assistenza tecnica e di supporto alla progettazione operativa di singoli interventi;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SL05;Implementare le attivitÃÂ  della programmazione unitaria;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SL06;Sostegno ai progetti per la sicurezza e la legalitÃÂ ;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SL07;Accrescimento della capacity building negli Enti locali e nellÃÂ¿intera filiera interistituzionale anche attraverso l'innovazione e razionalizzazione della gestione associata dei servizi pubblici loc;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SL08;Accrescimento della capacity building negli Enti locali e nellÃÂ¿intera filiera interistituzionale anche attraverso l'innovazione e razionalizzazione della gestione associata dei servizi pubblici loc;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SL09;Sostegno a interventi diretti allo sviluppo della formazione permanente ed al potenziamento dei livelli di competenza degli studenti;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SL10;Sostenere i Comuni del territorio regionale per l'attuazione degli interventi generali inerenti i servizi sociali programmati;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SL4R;Sostenere gli Ambiti Territoriali Sociali nellÃÂ¿attuazione dei Piani di Zona quali strumento di programmazione dei servizi sociali sul territorio;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SLR6;LdA V.1.1.a Sostenere gli Ambiti Territoriali Sociali nellÃÂ¿attuazione dei Piani di Zona quali strumento di programmazione dei servizi sociali sul territorio;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SLOB;Intervento per potenziamento dei laboratori di settore degli Istituti Professionali di Stato;STRUMENTI DI ATTUAZIONE DIRETTA;0;
UC01;UnitÃÂ  Competente per le Operazioni per il PON GAT;STRUMENTI DI ATTUAZIONE DIRETTA;0;
ADEP;"Attuazione del piano straordinario di tutela e gestione della risorsa idrica, finalizzato prioritariamente a potenziare la capacita di depurazione dei reflui urbani""";ACCORDO DI PROGRAMMA QUADRO (APQ);0;
A22;Cluster Tecnologici;STRUMENTI ATTUAZIONE DIRETTA;0;
AIMT;Interventi per la tutela e la salvaguardia della viabilitÃÂ  a livello provinciale Matera;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
AIPZ;Interventi per la tutela e la salvaguardia della viabilitÃÂ  a livello provinciale Potenza;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
API1;Interventi urgenti e prioritari di mitigazione del rischio idrogeologico Regione Piemonte;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
PDM;DM 23/07/2009 (Investimenti Produttivi Innovativi) - Contributo alle imprese;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SABO;Delibera CIPE 87/2012 Recupero siti dismessi;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
AMA1;Interventi urgenti e prioritari di mitigazione del rischio idrogeologico Regione Marche;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
SASN;APQ Interventi di rilevanza strategica regionale settore sanita - Del. CIPE 50/2014 (riassegnazione risorse revocate dalla del.CIPE 21/2014 e rimodulazione del.CIPE 93/2012);ACCORDO DI PROGRAMMA QUADRO (APQ);0;
AVA1;Interventi urgenti e prioritari di mitigazione del rischio idrogeologico Regione Valle d'Aosta;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
SAMO;Delibera CIPE 62/2011 Trasporti;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
A22:::A22;Cluster Tecnologici:::Cluster Tecnologici;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;0;
ASST;Assistenza tecnica all'ADG;STRUMENTI DI ATTUAZIONE DIRETTA;0;
ATPA;Assistenza tecnica Invitalia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
3MUR;MIUR - Asse 3;STRUMENTI DI ATTUAZIONE DIRETTA;0;
ATZF;Assistenza Tecnica ZFU;STRUMENTI DI ATTUAZIONE DIRETTA;0;
ATCS;Assistenza tecnica all'OI DGIAI per la gestione dei contratti di sviluppo;STRUMENTI DI ATTUAZIONE DIRETTA;0;
ATDM;Assistenza tecnica Soggetto Gestore per Investimenti Innovativi-PAC Campania;STRUMENTI DI ATTUAZIONE DIRETTA;0;
A31;Assistenza Tecnica;STRUMENTI ATTUAZIONE DIRETTA;0;
ATSS;Assistenza tecnica Smart e Start;STRUMENTI DI ATTUAZIONE DIRETTA;0;
EXTE;Da Expo ai Territori;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
OI01;Organismo intermedio DFP;STRUMENTI DI ATTUAZIONE DIRETTA;0;
CPFV;Attuazione Delibera CIPE 8/2012 - Frane e Versanti;STRUMENTI DI ATTUAZIONE DIRETTA;0;
AD50;Intervento aggiuntivo all'APQ Azioni di Sistema e Studi di fattibilitÃÂ  III atto integrativo - quota a valere sulla programmazione 2007/2013;STRUMENTI DI ATTUAZIONE DIRETTA;0;
BAOT;Completamento e rafforzamento dei Pacchetti Integrati di Offerta Turistica (PIOT);ACCORDO DI PROGRAMMA QUADRO (APQ);0;
BAR1;Piano di Sviluppo e Coesione della CittÃÂ  di Potenza ÃÂ ;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
BAR2;Piano di Sviluppo e Coesione della CittÃÂ  di Matera ÃÂ ;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
BASA;Delibera CIPE 88/2012 - SanitÃÂ ;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
BASU;Programma per la messa in sicurezza e miglioramento del Patrimonio Scolastico Regionale - Delibera CIPE 88/2012 -;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
A23;Tecnologie Abilitanti (KET'S);STRUMENTI ATTUAZIONE DIRETTA;0;
A13;Attrazione dei ricercatori;STRUMENTI ATTUAZIONE DIRETTA;0;
AVE1;Interventi urgenti e prioritari di mitigazione del rischio idrogeologico Regione Veneto;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
BOAB;Interventi dissesto territorio Unione Appennino Bolognese;STRUMENTI ATTUAZIONE DIRETTA;0;
BOEU;Realizzazione percorso cicloturistico Eurovelo7 tratta Marzabotto/Silla;STRUMENTI ATTUAZIONE DIRETTA;0;
BORA;Nodo di Rastignano: 2Â° lotto;STRUMENTI ATTUAZIONE DIRETTA;0;
BOSC;Interventi di manutenzione straordinaria di complessi scolastici di II grado;STRUMENTI ATTUAZIONE DIRETTA;0;
BOSI;Interventi dissesto territorio Unione Savena  Idice;STRUMENTI ATTUAZIONE DIRETTA;0;
BOSM;Villa Smeraldi: riqualificazione ed efficientamento energetico;STRUMENTI ATTUAZIONE DIRETTA;0;
BOSP;Interventi di ammodernamento e riqualificazione su impianti sportivi;STRUMENTI ATTUAZIONE DIRETTA;0;
BOTC;Turismo, cultura e valorizzazione risorse naturali;STRUMENTI ATTUAZIONE DIRETTA;0;
BOTR;Sistema tramviario bolognese: progettazione della linea FICO-Stazione centrale - Ospedale maggiore;STRUMENTI ATTUAZIONE DIRETTA;0;
BOVE;Progetto Linea Gotica: recupero edifici di valore storico  da adibire a spazio espositivo e culturale in localitÃ  Vergato;STRUMENTI ATTUAZIONE DIRETTA;0;
BOVS;Interventi dissesto territorio Unione Samoggia/Reno/Lavino;STRUMENTI ATTUAZIONE DIRETTA;0;
BSA1;Intervento di riqualificazione energetica polo delle biotecnologie c/o ALSIA c.da Pantanelle Metaponto;STRUMENTI DI ATTUAZIONE DIRETTA;0;
BSA2;DGR 1459/2014 e delibera Cipe 28/2015 - Atto integrativo Nuovi Fermenti;STRUMENTI DI ATTUAZIONE DIRETTA;0;
BSA3;DGR 1459/2014 e delibera Cipe 28/2015 - Interventi infrastrutturale nei centri urbani dei comuni;STRUMENTI DI ATTUAZIONE DIRETTA;0;
BSA4;DGR 1459/2014 e delibera Cipe 28/2015 - Matera 2019 contributo alla Fondazione;STRUMENTI DI ATTUAZIONE DIRETTA;0;
BSA5;DGR 1459/2014 e delibera Cipe 28/2015 - Adeguamento e riqualificazione strutturale di ospedali e strutture sanitarie pubbliche, socio-saniaire e socio-assistenziali;STRUMENTI DI ATTUAZIONE DIRETTA;0;
BSA6;DGR 1459/2014 e delibera Cipe 28/2015 - Completamenti infrastrutturali complementari ai grandi attrattori turistici;STRUMENTI DI ATTUAZIONE DIRETTA;0;
BSA7;DGR 1459/2014 e delibera Cipe 28/2015 - Realizzazione caserma Guardia di Finanza - Progettazione;STRUMENTI DI ATTUAZIONE DIRETTA;0;
BSA9;Delibera Cipe 29/2015 - Interventi per il rilancio del sistema produttivo regionale con strumenti di incentivazione;STRUMENTI DI ATTUAZIONE DIRETTA;0;
CIS3;SAD Compensazioni Ambientali - regionali;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SAFV;Attuazione Delibera CIPE 8/2012 - Frane e Versanti;STRUMENTI DI ATTUAZIONE DIRETTA;0;
CA04;APQ Opere di risanamento ambientale - Delibera CIPE n. 156 del 21 dicembre 2012;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
CA01;Delibera CIPE 60/2012 - Settore Idrico Depurazione - Collettamento;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
CMPB;PROGETTO PER INERVENTI FINALIZZATI AL CICLO INTEGRATO DEI RIFIUTI URBANI ED ALLA IMPLEMENTAZIONE DELLA R.D.NEI COMUNI DELLA PROVINCIA DI BENEVENTO;STRUMENTI DI ATTUAZIONE DIRETTA;0;
CIS4;SAD Frane e Versanti;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
CMM2;APQ Sistemi di mobilita-Atto aggiuntivo;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
CAS1;PNSC Campania ÃÂ¿ Interventi Azione Standard;STRUMENTI DI ATTUAZIONE DIRETTA;0;
CAS2;PNSC Calabria ÃÂ¿ Interventi Azione Standard;STRUMENTI DI ATTUAZIONE DIRETTA;0;
CAS3;PNSC Puglia ÃÂ¿ Interventi Azione Standard;STRUMENTI DI ATTUAZIONE DIRETTA;0;
CAS4;PNSC Sicilia ÃÂ¿ Interventi Azione Standard;STRUMENTI DI ATTUAZIONE DIRETTA;0;
CAT1;PNSC Campania ÃÂ¿ Interventi Azioni a TitolaritÃÂ ;STRUMENTI DI ATTUAZIONE DIRETTA;0;
CAT2;PNSC Calabria ÃÂ¿ Interventi Azioni a TitolaritÃÂ ;STRUMENTI DI ATTUAZIONE DIRETTA;0;
CAT3;PNSC Puglia ÃÂ¿ Interventi Azioni a TitolaritÃÂ ;STRUMENTI DI ATTUAZIONE DIRETTA;0;
CAT4;PNSC Sicilia ÃÂ¿ Interventi Azioni a TitolaritÃÂ ;STRUMENTI DI ATTUAZIONE DIRETTA;0;
OIMI;"Organismo Intermedio - ""Il Grand Tour: sulle orme delle civiltÃ  antiche del Mediterraneo""";STRUMENTI ATTUAZIONE DIRETTA;0;
CB02;Basilicata infrastrutture Stradali;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
CB03;Basilicata Ferrovie;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
CB04;Sistema Universitario Basilicata;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
CB09;Delibera CIPE 60/2012 - Settore Idrico Depurazione;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
CB10;Delibera CIPE 60/2012 - Settore Idrico Collettamento;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
CB11;Monitoraggio del patrimonio naturalistico ai fini della conservazione della biodiversitÃÂ ;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
CBFV;Attuazione Delibera CIPE 8/2012 - Frane e Versanti;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
CBMT;Attuazione Delibera CIPE 87/2012 - manutenzione straordinaria del territorio;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
CDPC;Contratti di Programma - Regione Campania;STRUMENTI DI ATTUAZIONE DIRETTA;0;
PAC3;Contratti di Sviluppo D.M. 9 dicembre 2014 e ss. mm. nell'ambito dell'AP tra Regione Campanie e MISE;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
SAUN;Delibera CIPE 78/2011  - Interventi in strutture  universitarie;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
PM01;Interventi prioritari nel settore dei beni e delle attivitÃÂ  culturali;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
PM02;interventi prioritari nel settore dei beni e delle attivitÃÂ  culturali per la Regione Siciliana;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
CLAB;Doctor Startupper e Contamination Labs;STRUMENTI ATTUAZIONE DIRETTA;0;
CMAT;Delibera CIPE n.90 del 2012 - Assistenza tecnica e azioni di sistema;STRUMENTI DI ATTUAZIONE DIRETTA;0;
CMFR;Infrastruttura Forestale Regionale - Atto Integrativo;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
CMFS;"APQ ?Infrastruttura Forestale Regionale-II Atto integrativo""";ACCORDO DI PROGRAMMA QUADRO (APQ);0;
CMRD;PIANI PER LA RACCOLTA DIFFERENZIATA E FONDI DESTINATI AI COMMISSARI PER LA REALIZZAZIONE DEGLI IMPIANTI EX LEGGE N. 1/2011;STRUMENTI DI ATTUAZIONE DIRETTA;0;
CMS;"APQ ""Sistemi di MobilitÃÂ """;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
CAM2;SAD Compensazioni Ambientali - nazionali;STRUMENTI DI ATTUAZIONE DIRETTA;0;
CTN;Cluster Tecnologici Nazionali DD257 Ric. 30/05/2012;STRUMENTI DI ATTUAZIONE DIRETTA;0;
PTCL;Cluster POC;STRUMENTI ATTUAZIONE DIRETTA;0;
CACS;APQ  Ricostruzione CittÃÂ  della Scienza;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
A11;Dottorati di ricerca innovativi;STRUMENTI ATTUAZIONE DIRETTA;0;
PII;Programmi di Innovazione Tecnologica (PII);STRUMENTI DI ATTUAZIONE DIRETTA;0;
AER1;Interventi urgenti e prioritari di mitigazione del rischio idrogeologico Regione Emilia Romagna;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
EMBO;"BONIFICA E RIPRISTINO AMBIENTALE DEL SITO DI BONIFICA DI INTERESSE NAZIONALAE ""FIDENZA""";ACCORDO DI PROGRAMMA QUADRO (APQ);0;
SAID;"APQ ""Interventi di rilevanza strategica regionale settore idrico (SII) e multisettoriale"" - Del CIPE 27/2015 (risorse riassegnate ex del CIPE 21/2014) ed economie FSC 2000-2006";ACCORDO DI PROGRAMMA QUADRO (APQ);0;
ERAT;VI.A.1Assistenza Tecnica, Sorveglianza, Informazione;STRUMENTI DI ATTUAZIONE DIRETTA;0;
ERAU;V.A.1 Azioni integrate per  lo sviluppo delle aree urbane;STRUMENTI DI ATTUAZIONE DIRETTA;0;
ERMR;Rinnovo e amplimento del materiale rotabile ferroviario;STRUMENTI DI ATTUAZIONE DIRETTA;0;
ERPS;APQ per l'attuazione del piano straordinario di tutela e gestione della risorsa idrica, finalizzato prioritariamente a potenziare la capacita di depurazione dei reflui urbani- L.147/2013 art.1 c.112;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
ERPT;V.A.1 Azioni integrate per la valorizzazione dei potenziali territoriali;STRUMENTI DI ATTUAZIONE DIRETTA;0;
ERRF;I.A.1a Azioni di completamento, integrazione e implementazione  della rete ferroviaria locale;STRUMENTI DI ATTUAZIONE DIRETTA;0;
ERRS;Interventi per le scuole danneggiate da eventi sismici iniziati il 20 maggio 2012;STRUMENTI DI ATTUAZIONE DIRETTA;0;
ERSA;IV.A.2 Azioni integrate per la valorizzazione del sistema appenninico;STRUMENTI DI ATTUAZIONE DIRETTA;0;
ERSI;Interventi in materia di sicurezza idraulica e ripristino di manufatti e impianti danneggiati dal sisma;STRUMENTI DI ATTUAZIONE DIRETTA;0;
FGPS;Accordo di programma quadro per l'attuazione del piano straordinario di tutela e gestione della risorsa idrica, finalizzato prioritariamente a potenziare la capacita di depurazione dei reflui urbani;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
PATTOFI16;PATTO PER LA CITTA' DI FIRENZE;STRUMENTI ATTUAZIONE DIRETTA;0;
CMUN;APQ Innovazione, Ricerca e Competitivita;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
PSCT;Piano stralcio cultura e turismo delibera 03/2016;STRUMENTI ATTUAZIONE DIRETTA;0;
CC15;Capitali italiane della cultura 2015;STRUMENTI ATTUAZIONE DIRETTA;0;
ATO1;Interventi urgenti e prioritari di mitigazione del rischio idrogeologico Regione Toscana;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
RIME;Stumento Attuativo RI-MED;STRUMENTI DI ATTUAZIONE DIRETTA;0;
POCIGRUE;Programma Complementare IGRUE;STRUMENTI ATTUAZIONE DIRETTA;0;
V;Sistema d'Attuazione;STRUMENTI DI ATTUAZIONE DIRETTA;0;
ICE;Piano export per le regioni della convergenza;STRUMENTI DI ATTUAZIONE DIRETTA;0;
MESS;"Programma ""Messaggeri della Conoscenza"" DD n.567/Ric. del 21 settembre 2012";STRUMENTI DI ATTUAZIONE DIRETTA;0;
OT_3;Attivazione dei potenziali territoriali di sviluppo legati alla cultura;STRUMENTI ATTUAZIONE DIRETTA;0;
CSRC;Contratti di Sviluppo - contributo alle imprese, completamento sul PAC;STRUMENTI DI ATTUAZIONE DIRETTA;0;
CSV;Contratti di Sviluppo per progetti strategici di rilevanti dimensioni - Regione Campania;STRUMENTI DI ATTUAZIONE DIRETTA;0;
DMIN;Decreti Investimenti Innovativi DM 13 febbraio 2014 - PAC Campania;STRUMENTI DI ATTUAZIONE DIRETTA;0;
185;Autoimpiego e autoimprenditorialitÃÂ ;STRUMENTI DI ATTUAZIONE DIRETTA;0;
SMST;DM 6 Marzo 2013 - Regime di aiuto finalizzato a promuovere la nascita di nuove imprese;STRUMENTI DI ATTUAZIONE DIRETTA;0;
CDS;Contratti di Sviluppo - contributo alle imprese;STRUMENTI DI ATTUAZIONE DIRETTA;0;
LAZI;Accordo di programma quadro per l'attuazine del piano straordinario di tutela e gestione della risorsa idrica, finalizzato prioritariamente a potenziare la capacita di depurazione dei reflui urbani;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
LIRU;"""Attuazione del piano straordinario di tutela e gestione della risorsa idrica, finalizzato a potenziare la capacita di depurazione dei reflui urbani""";ACCORDO DI PROGRAMMA QUADRO (APQ);0;
LOMS;PIANO STRAORDINARIO TUTELA E GESTIONE RISORSA IDRICA ART. 1,COMMA 112,L. 147/2013-FINALIZZATI ADEGUAMENTO SERVIZI FOGNATURA,DEPURAZIONE PER AGGLOMERATI INTERESSATI DA PROCEDURE INFRAZIONE COMUNITARIA;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
LASV;Lavoro & Sviluppo  MLPS - DipTurismo;STRUMENTI DI ATTUAZIONE DIRETTA;0;
MO3N;APQ GESTIONE DEI RIFIUTI URBANI - II^ ATTO INTEGRATIVO;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
MARI;PIANO STRAORDINARIO DI TUTELA E GESTIONE DELLA RISORSA IDRICA FINALIZZATO PRIORITARIAMENTE A POTENZIARE LA CAPACITA' DI DEPURAZIONE DEI REFLUI URBANI;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
A32;Informazione e comunicazione;STRUMENTI ATTUAZIONE DIRETTA;0;
DMMC;D.M. 29.07.2013 Macchinari;STRUMENTI DI ATTUAZIONE DIRETTA;0;
CAMN;APQ Metropolitana di Napoli Linea 1;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
MO1A;I.A Sostegno mirato e veloce per le imprese e il lavoro;STRUMENTI DI ATTUAZIONE DIRETTA;0;
MO1B;I.B Fondo di garanzia;STRUMENTI DI ATTUAZIONE DIRETTA;0;
MO1C;I.C Innovazione e Ricerca Universitaria;STRUMENTI DI ATTUAZIONE DIRETTA;0;
MO2M;II.A AccessibilitÃÂ  materiale - ViabilitÃÂ  1ÃÂ° Atto integrativo;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
MO2N;ACCESSIBILITA' MATERIALE - VIABILITA' - II^ ATTO INTEGRATIVO;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
MO2O;II.A AccessibilitÃÂ  materiale - ViabilitÃÂ  3ÃÂ° Atto integrativo;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
MO2P;Viabilita - IV^ Atto integrativo;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
MO3B;III.B Difesa suolo;STRUMENTI DI ATTUAZIONE DIRETTA;0;
MO3C;GESTIONE DEI RIFIUTI URBANI;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
MO3D;APQ SISTEMA IDRICO E FOGNARIO DEPURATIVO;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
MO3F;III.F Sicurezza e legalitÃÂ ;STRUMENTI DI ATTUAZIONE DIRETTA;0;
MO3M;APQ GESTIONE DEI RIFIUTI URBANI - I^ ATTO INTEGRATIVO;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
MO4A;IV.A Inclusione sociale e interventi socio-educativi;STRUMENTI DI ATTUAZIONE DIRETTA;0;
MO4B;IV.B Rete socio-sanitaria regionale;STRUMENTI DI ATTUAZIONE DIRETTA;0;
MO5A;V.A Istruzione;STRUMENTI DI ATTUAZIONE DIRETTA;0;
MO5B;V.B Progetto Scuola Sicura;STRUMENTI DI ATTUAZIONE DIRETTA;0;
MO6A;VI.A Assistenza tecnica, collaborazione specialistica e sistema di incentivazione e di premialitÃÂ ;STRUMENTI DI ATTUAZIONE DIRETTA;0;
MO6B;VI.B Valutazione;STRUMENTI DI ATTUAZIONE DIRETTA;0;
MO6C;VI.C Monitoraggio;STRUMENTI DI ATTUAZIONE DIRETTA;0;
MO6D;VI.D Comunicazione, informazione e pubblicitÃÂ ;STRUMENTI DI ATTUAZIONE DIRETTA;0;
MO7D;VII.D Copertura disavanzo sanitario (art.2, comma 90 legga 23 dicembre 2009, n. 191 - Delibera CIPE n. 12/2012);STRUMENTI DI ATTUAZIONE DIRETTA;0;
MOA1;Eventi atmosferici 2008 (OPCM 3734/09);ACCORDO DI PROGRAMMA QUADRO (APQ);0;
MOA2;Danni alluvionali 2003 (OPCM 3268/03);ACCORDO DI PROGRAMMA QUADRO (APQ);0;
MOA3;Danni alluvionali - D.P.C.M. 2210/10;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
MOPS;Piano straordinario per la tutela e la gestione della risorsa idrica  Art. 1, comma 112 Legge 147/2012;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
MOS1;Edifici di culto e immobili annessi;ACCORDO DI PROGRAMMA QUADRO (APQ);0;
