COD_PROGETTO_COMPLESSO;DESCRIZIONE_PROGETTO_COMPLESSO;COD_TIPO_COMPLESSITA;DESCR_TIPO_COMPLESSITA;OC_CODICE_PROGRAMMA;x_CICLO;x_AMBITO;x_PROGRAMMA;QUERY;NOTE
RC453;PON02_00673- DHITEC - PIANO DI SVILUPPO STRATEGICO;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC454;PON02_00675- Piano di Sviluppo Strategico 2011-2015 Distretto ad Alta Tecnologia MEDIS Soc. Cons. a r. l.;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC455;PON02_00676- PIANO DI SVILUPPO STRATEGICO;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC456;PON02_00677- PIANO DI SVILUPPO STRATEGICO DEL LABORATORIO PUBBLICO-PRIVATO PER LO SVILUPPO DI STRUMENTI BIO-INFORMATICI INTEGRATI PER LA GENOMICA, LA TRASCRITTOMICA E LA PROTEOMICA (LAB GTP);6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC457;PON02_00678- Sistemi Informativi Visuali per i processi di fabbrica nel settore dei trasporti;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC413;PONa3_00007 - NAFASSY (NAtional FAcility for Superconduction SYstems);6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC391;PONa3_00011 - Potenziamento strutturale di una rete di eccellenza per la ricerca preclinica e clinica sulla terapia personalizzata in oncologia e in medicina rigenerativa;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC385;PONa3_00016 - RESEARCH INFRASTRUCTURE FOR SUSTAINABLE AGRICOLTURE AND FOOD IN MEDITERRANEAN AREA ' SAFeMED;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC390;PONa3_00025 - BIOforIU Infrastruttura multidisciplinare per lo studio e la valorizzazione della BiodiversitÃÂ  marina e terrestre nella prospettiva della 'Innovation Union';6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC400;PONa3_00035 - Biolife: scienze e biotecnologie per la salute;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC381;PONa3_00038 - KM3NeT-Italia: Osservatorio Sottomarino nel Mar Ionio per la rivelazione di neutrini astrofisici e ricerche multidisciplinari;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC408;PONa3_00052 - Re.Ca.S. : rete di calcolo per SuperB ed altre applicazioni;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC380;PONa3_00053 - PlASS - Platform for Agrofood Science and Safety;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC402;PONa3_00055 - Centro Servizi di Misure Avanzate (Ce.S.M.A.);6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC379;PONa3_00067 - PIATTAFORME INNOVATIVE PER LE SCIENZE OMICHE IN MEDICINA ' PR.I.S.M.;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC416;PONa3_00077 - Infrastruttura per Tecnologie bio-MEMS di Sensing Avanzato per Monitoraggio e Diagnostica Ambientale e Alimentare;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC423;PONa3_00104 - GE.M.ME. - Infrastrutture Integrate per le Risorse Idriche e i Bacini idrogeologici: GEstione e Monitoraggio nell'area MEditerranea;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC419;PONa3_00109 - SCIENZA NUOVA: LABORATORIO INTEGRATO DI NUOVE TECNOLOGIE PER LE SCIENZE SOCIALI;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC418;PONa3_00134 - ONEV - Omica e Nanotecnologie applicate agli Esseri Viventi per la diagnosi delle malattie;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC387;PONa3_00136 - Bio-nanotech Research and Innovation Tower (BRIT) - Creating bridges between University, large undertakings and SMEs;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC401;PONa3_00138 - Realizzazione di un Centro di Tecnologie Integrate per la Salute;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC422;PONa3_00166 - PAN Lab - laboratori UNIME per analisi degli alimenti, studio della loro incidenza sulla salute umana e consulenza tecnologica, giurdica ed economica alle aziende agroalimentari;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC404;PONa3_00173 - Nuovo Centro Studi di Medicina Molecolare;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC386;PONa3_00210 - POLO DI INNOVAZIONE CYBER BRAIN;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC397;PONa3_00239 - Potenziamento di una piattaforma integrata per lo studio di malattie umane di grande impatto attraverso l'uso del system phenotyping di modelli animali: Mouse e Zebrafish clinic;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC398;PONa3_00273 - Mediterranean Center for Human Health Advanced Biotechnologies (Med-CHHAB);6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC388;PONa3_00278 - VULCAMED - Potenziamento strutturale centri ricerca studio aree VULCAniche ad alto rischio e loro potenziale geotermico nel contesto della dinamica geologica e ambientale MEDiterranea.;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC378;PONa3_00298 - Potenziamento delle strutture e delle dotazioni scientifiche e tecnologiche del Polo Scientifico Tecnologico Magna Grecia;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC393;PONa3_00308 - GELMinCAL - Generatore Eolico a Levitazione Magnetica in Calabria;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC409;PONa3_00309 - Building Future Lab;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC406;PONa3_00311 - Potenziamento di piattaforme tecnologiche avanzate per lo sviluppo di terapie geniche e farmacologiche;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC403;PONa3_00326 - Institute for Stem-cell Biology, Regenerative Medicine and Innovative Therapies (ISBReMIT;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC407;PONa3_00331 - RESEARCH INFRASTRUCTURE FOR FOOD LIFE AND SAFETY (Food@Life);6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC384;PONa3_00334 - Potenziamento del CENTRO RICERCHE PER LA SALUTE DELL'UOMO E DELL'AMBIENTE;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC410;PONa3_00335 - Potenziamento del Center for Sustainable Energy, Environment and Mobility;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC377;PONa3_00341 - Sistema Integrato di Laboratori per l'Ambiente - SILA;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC383;PONa3_00343 - Rete di interconnessione multiservizio interuniversitaria Campania;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC421;PONa3_00354 - CE2 - CENTER OF ENTREPRENEURIAL ENGINEERING;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC396;PONa3_00359 - Centro di Ricerche Interregionale per la sicurezza alimentare e la salute Interregional Research Center for Food Safety & Health - IRC_FSH;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC382;PONa3_00362 - Materials and processes BEYOND the NANO'scale (Beyond'Nano);6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC420;PONa3_00363 - INFRASTRUTTURA AMICA: Infrastruttura di Alta tecnologia per il Monitoraggio Integrato Climatico-Ambientale;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC389;PONa3_00369 - Laboratorio per lo Sviluppo Integrato delle Scienze e delle TEcnologie dei Materiali Avanzati e per dispositivi innovativi;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC412;PONa3_00370 - Materiali, Tecnologie e Ricerca Avanzata - MaTeRiA;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC394;PONa3_00372 - Processi Innovativi per la Conversione dell'Energia - PrInCE;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC414;PONa3_00373 - Centro di eccellenza per le TEcnologie e la Diagnostica Avanzata nel settore dei Trasporti - TEDAT;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC415;PONa3_00374 - L.E.D.A. - Laboratory of Earthquake engineering and Dynamic Analysis;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC399;PONa3_00395 - BIOSCIENZE & SALUTE (B&H);6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC405;PONa3_00403 - Istituto di Sperimentazione Preclinica e Molecular Imaging (ISPeMI);6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC395;PONa3_00422 - Progetto Centro di Eccellenza Ricerca e Innovazione Strutture e Infrastrutture di grandi dimensioni - CERISI;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC392;PONa3_00424 - CECAPP - Centro Campano Protonterapia Pediatrica;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
RC411;PONa3_00435 - BIOMEDPARK@UMG Piattaforma Biotecnologica Integrata per lo sviluppo e la promozione della ricerca e di servizi innovativi nel campo delle malattie croniche e neurodegenerative dell'uomo;6;Progetto cointestato;2007IT161PO006;2007-2013;FESR;PON RICERCA;0;
58;Realizzazione di opere pubbliche e altri interventi in conto capitale;7;Piano Azione Coesione;2007IT001FAOS8;2007-2013;FSC;ODS SARDEGNA;0;
SARB2;2.2 Servizio idrico integrato;8;Patti per lo sviluppo;2007SA002FA016;2007-2013;FSC;PRA SARDEGNA;0;
PC01082SAIUM2017001;Strategia Aree Interne UMBRIA - SUD-OVEST ORVIETANO;SAI;Strategia Aree Interne;2018AREAINTUMB;2014-2020;SNAI;SNAI UMBRIA;0;
3SO;S.S. Sassari - Olbia;7;Piano Azione Coesione;2007SA002FA016;2007-2013;FSC;PRA SARDEGNA;0;
PC04570UM2021002;Strategia aree interne UMBRIA - Valnerina;SAI;Strategia Aree Interne;2018AREAINTUMB;2014-2020;SNAI;SNAI UMBRIA;0;
PC01196OMI - 002;CO2 - Carburanti sostenibili;OMI;Operazioni multi-intervento;2014IT16RFOP015;2014-2020;FESR;POR SARDEGNA FESR;0;
PC01197OMI - 003;CoSE Â¿ Collaborative and Social Environment;OMI;Operazioni multi-intervento;2014IT16RFOP015;2014-2020;FESR;POR SARDEGNA FESR;0;
PC01199OMI - 005;E&E HPC Â¿ Energia e Ambiente HPC;OMI;Operazioni multi-intervento;2014IT16RFOP015;2014-2020;FESR;POR SARDEGNA FESR;0;
PC01198OMI - 004;ABLE;OMI;Operazioni multi-intervento;2014IT16RFOP015;2014-2020;FESR;POR SARDEGNA FESR;0;
PC01206OMI - 012;Progetto VIGEC e VIS&VIDEOLAB - ALED;OMI;Operazioni multi-intervento;2014IT16RFOP015;2014-2020;FESR;POR SARDEGNA FESR;0;
PC01200OMI - 006;ISOC - Information SOCiety;OMI;Operazioni multi-intervento;2014IT16RFOP015;2014-2020;FESR;POR SARDEGNA FESR;0;
PC01203OMI - 009;Game-based Interaction and Technologies - GamIT;OMI;Operazioni multi-intervento;2014IT16RFOP015;2014-2020;FESR;POR SARDEGNA FESR;0;
PC01202OMI - 008;Piattaforma software e applicazioni accessibili  Â¿ Starting A4A Airport for All;OMI;Operazioni multi-intervento;2014IT16RFOP015;2014-2020;FESR;POR SARDEGNA FESR;0;
PC01205OMI - 011;Servizi di Calcolo e Storage e Potenziamento  HPCN  SCS Â¿ POT HPCN;OMI;Operazioni multi-intervento;2014IT16RFOP015;2014-2020;FESR;POR SARDEGNA FESR;0;
PC01201OMI - 007;Piattaforma PGIS - GIS HPCN;OMI;Operazioni multi-intervento;2014IT16RFOP015;2014-2020;FESR;POR SARDEGNA FESR;0;
PC01204OMI - 010;Joint Innovation Center Â¿ JIC;OMI;Operazioni multi-intervento;2014IT16RFOP015;2014-2020;FESR;POR SARDEGNA FESR;0;
PC01195OMI - 001;BIOMEDICINA Â¿ BIO NGSC;OMI;Operazioni multi-intervento;2014IT16RFOP015;2014-2020;FESR;POR SARDEGNA FESR;0;
PC01497ITI- OLBIA-01;Azioni innovative in materia di sviluppo urbano sostenibile;ITI;INVESTIMENTO INTEGRATO TERRITORIALE;2014IT16RFOP015;2014-2020;FESR;POR SARDEGNA FESR;0;
PC00007ITI CAGLIARI;Azioni innovative in materia di sviluppo urbano sostenibile, che sperimentano in quartieri disagiati progetti di riqualificazione sociale con un approccio che coniuga interventi infrastrutturali a valere sul FESR e interventi a sostegno della fornitura di servizi sociali, sperimentazione di modelli organizzativi e gestionali innovativi propri del FSE. EÂ¿ un intervento di rigenerazione urbana nellÂ¿ambito territoriale del quartiere di Is Mirrionis e di una parte del quartiere di San Michele;ITI;INVESTIMENTO INTEGRATO TERRITORIALE;2014IT16RFOP015;2014-2020;FESR;POR SARDEGNA FESR;0;
PC01496ITI-SS-01;Azioni innovative in materia di sviluppo urbano sostenibile;ITI;INVESTIMENTO INTEGRATO TERRITORIALE;2014IT16RFOP015;2014-2020;FESR;POR SARDEGNA FESR;0;
13;Servizi per gli anziani - Assistenza domiciliare (socio-assistenziale);7;Piano Azione Coesione;2012SAXXXPAC00;2007-2013;PAC;PAC SARDEGNA;0;
SA150;SuperHando - Centro di eccellenza per il superamento dell'handicap e dello svantaggio sociale;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
LI010;2007IT162PO005 RIQUALIFICAZIONE DEL TESSUTO URBANO - spazi infrastrutturati per attivitÃÂ  ludiche, percorso ciclo-pedonale, rafforzamento di piccoli impianti sportivi, incremento del verde;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
PC01482PIT-PT-CRP-15/INT;Anglona Coros, Terre di Tradizioni;PIT;PROGETTO INTEGRATO TERRITORIALE;2014IT16RFOP015;2014-2020;FESR;POR SARDEGNA FESR;0;
PC01491PIT-PT-CRP-29;Su Suercone, Ambiente Identitario;PIT;PROGETTO INTEGRATO TERRITORIALE;2014IT16RFOP015;2014-2020;FESR;POR SARDEGNA FESR;0;
PC01484PIT-PT-CRP-17/INT;Monte Acuto-Riviera di Gallura, Territori di eccellenza della Sardegna;PIT;PROGETTO INTEGRATO TERRITORIALE;2014IT16RFOP015;2014-2020;FESR;POR SARDEGNA FESR;0;
47;Interventi per gli ambienti scolastici;7;Piano Azione Coesione;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
47;Interventi per gli ambienti scolastici;7;Piano Azione Coesione;2012SAXXXPAC00;2007-2013;PAC;PAC SARDEGNA;0;
47;Interventi per gli ambienti scolastici;7;Piano Azione Coesione;2007IT162PO016:::2012SAXXXPAC00;2007-2013;FESR;POR CRO FESR SARDEGNA:::PROGRAMMA PAC SARDEGNA;0;
SA150;SuperHando - Centro di eccellenza per il superamento dell'handicap e dello svantaggio sociale;1;progetto integrato;2007IT162PO016:::2012SAXXXPAC00;2007-2013;FESR;POR CRO FESR SARDEGNA:::PROGRAMMA PAC SARDEGNA;0;
SA150;SuperHando - Centro di eccellenza per il superamento dell'handicap e dello svantaggio sociale;1;progetto integrato;2012SAXXXPAC00;2007-2013;PAC;PAC SARDEGNA;0;
45;Contrasto alla dispersione scolatica;7;Piano Azione Coesione;2012SAXXXPAC00;2007-2013;PAC;PAC SARDEGNA;0;
PC01476PIT-PT-CRP-06;C.A.S.A. Parte Montis;PIT;PROGETTO INTEGRATO TERRITORIALE;2014IT16RFOP015;2014-2020;FESR;POR SARDEGNA FESR;0;
PC01478PIT-PT-CRP-10;La CittÃ  di Paesi della Gallura;PIT;PROGETTO INTEGRATO TERRITORIALE;2014IT16RFOP015;2014-2020;FESR;POR SARDEGNA FESR;0;
PC01492PIT-PT-CRP-30;Tepilora: patrimonio accessibile a tutti;PIT;PROGETTO INTEGRATO TERRITORIALE;2014IT16RFOP015;2014-2020;FESR;POR SARDEGNA FESR;0;
SA019;Ind 07_CONSULMEDIA_302;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA005;Ind 07_GLOBI DI L. CHIARABINI_41;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA014;Ind 07_INTERBUSINESS ITALIA_175;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA016;Ind 07_KEMOTECH_229;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA015;Ind 07_NUREX_186;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA011;Ind 07_ATHENA_117;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA027;Ind 07_BETA GRANITI_441;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA006;Ind 07_CA.MA.C._54;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA026;Ind 07_CAVE CANTIERI_431;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA021;Ind 07_CESPO DEI F.LLI MANIS SNC_325;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA022;Ind 07_COEDISAR_328;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA017;Ind 07_ECO OLBIA SRL_242;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA018;Ind 07_FLOSSLAB_227;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA008;Ind 07_GRAFICHE GHIANI_96;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA001;Ind 07_INF.TEL._3;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA024;Ind 07_L'ISOLA DELLA SALUTE DI ANGELA MUREDDU_362;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA025;Ind 07_LOGI TEC SERVICE DI SANNA RICCARDO & C_404;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA002;Ind 07_MEDIACOM_14;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA010;Ind 07_NETCOM_113;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA020;Ind 07_NEUROSCIENZE PHARMANESS_310;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA023;Ind 07_PANIFICIO ELEONORA DI CIANCIOTTO RAFFAELE_340;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA003;Ind 07_SAR-MED_19;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA012;Ind 07_SGARANGELLA MARMI DI SGARANGELLA ANTONELLO_146;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA007;Ind 07_STUDIO DI CONSULENZA DEL DOTT. GINO PIRA E RAG. BARBARA PUDDU_62;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA009;Ind 07_TEKNOSISTEM DI DEANOZ A. & C._105;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA013;Ind 07_VETRERIA SAN GIORGIO DI ENIS S. & C._158;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA033;Ind 08_ANTICA FORNACE VILLA DI CHIESA_80;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA068;Ind 08_CIAM SERVIZI_310;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA071;Ind 08_Dipartimento di Matematica ed Informatica_338;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA029;Ind 08_Eredi Manghina Salvatore_8;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA079;Ind 08_I.M.B.I._383;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA041;Ind 08_Kemotech_121;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA067;Ind 08_NAUTISERVICE DI USAI CORRADO_305;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA040;Ind 08_Neuroscienze Pharmaness_120;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA046;Ind 08_PEDRAS DI MURRU E SABA_153;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA063;Ind 08_SINTUR di Martino Di Martino_277;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA075;Ind 08_SOTGIU OVIDIO_356;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA062;Ind 08_Xorovo_276;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA060;Ind 08_Abbeynet_262;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA082;Ind 08_Athlos_399;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA052;Ind 08_B.E.S.T. - Bridge Europe Sardinia Transports_208;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA057;Ind 08_B.F.C._227;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA131;I08_BT BIOMEDICAL TISSUES_268;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA034;Ind 08_Biscottificio Collu srl_82;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA077;Ind 08_CIREM_379;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA036;Ind 08_Consulmedia_102;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA083;Ind 08_CANCELLU NATALINO_404;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA066;Ind 08_CENTRO OTTICO MACCHIAVELLI DI MACCHIAVELLI LORETTA_293;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA069;Ind 08_DESOGUS PINUCCIO_329;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA076;Ind 08_Dipartimento di Ingegneria Elettrica ed Elettronica_375;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA132;I08_ESCA DOLCIARIA_15;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA053;Ind 08_FLUORSID_212;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA031;Ind 08_Falegnameria Bussu s.r.l._57;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA143;I08_I.M. INNOVATIVE MATERIALS_169;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA134;I08_INDUSTRIA RIFIUTI SARDI_207;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA048;Ind 08_IVI PETROLIFERA_179;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA054;Ind 08_LA M.T. DI VACCA RAFFAELE E MASCIA MAURO_214;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA138;I08_MAORI FUTURE CONCEPT_263;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA028;Ind 08_MONNI ROBERTO_5;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA030;Ind 08_Noviservice_41;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA044;Ind 08_Nuove Grafiche Puddu_139;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA032;Ind 08_Nurex_78;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA072;Ind 08_PIMAPAN_341;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA058;Ind 08_QUADRISAR_228;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA133;I08_RICCARDO SCANO_154;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA080;Ind 08_S.D.O.& C.DI PATTITONI MARCO E C._388;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA073;Ind 08_SARDINIA ARREDI_351;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA070;Ind 08_SEMA_332;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA043;Ind 08_Servizi Aeroportuari Sardi (S.A.S.)_138;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA061;Ind 08_TSC Consulting_269;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA059;Ind 08_TELETRON EURORICERCHE_261;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA042;Ind 08_VIRGINIO_131;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
SA141;I10_LISAR_99;1;progetto integrato;2007IT162PO016;2007-2013;FESR;POR CRO FESR SARDEGNA;0;
PC00854PIA IND 13_062_305;ex TSC Consulting Alkemy Tech srl_CRS4 Srl Uninominale;PIA;PACCHETTI DI MISURA;2014IT16RFOP015;2014-2020;FESR;POR SARDEGNA FESR;0;
PC00859PIA IND 13_175_295;ENTANDO SRL_CRS4 Srl Uninominale;PIA;PACCHETTI DI MISURA;2014IT16RFOP015;2014-2020;FESR;POR SARDEGNA FESR;0;
