OC_CODICE_PROGRAMMA;COD_STRUMENTO;DESCR_STRUMENTO;DESCR_TIPO_STRUMENTO;x_CICLO;x_AMBITO;x_PROGRAMMA;QUERY;NOTE
FONDOINFRSOCIAL;01:::3;PROGRAMMA OPERATIVO 2014-2020:::Piano Operativo FSC 2014-2020;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;FCDS;Fondo Contratti di Sviluppo;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;ABIN;Infrastrutture nodali e logistica;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;DPCM30921;DPCM 30/09/2021;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;AB79-LS;LAVORI SPORT;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;3:::DPCM17;Piano Operativo FSC 2014-2020:::DPCM 17 LUGLIO 2020:::DPCM 24/09/2020;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;ABAT;CapacitÃ  istituzionale ed efficienza delle pubbliche amministrazioni;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;SAPO;4.1.1 Interventi di completamento/riqualificazione/ampliamento/efficientamento porti principali della Sardegna;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;3:::BOLIV;Piano Operativo FSC 2014-2020:::Infrastrutture Viarie;STRUMENTI ATTUAZIONE DIRETTA:::ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;A21;Infrastrutture di Ricerca;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;CALABRIA1;PATTO PER LA CALABRIA;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;AB1-56-01;Cofinanziamento interventi per riqualificazione aree degradate e rilancio tessuto sociale ed economico;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;01:::2;PROGRAMMA OPERATIVO 2014-2020:::PROGRAMMA OPERATIVO 2007-2013;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;LOMSL;Infrastrutture per lo sviluppo locale in aree depresse;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;FRFE;FSC 2007-2013 e 2014-2020 - APQ ?Progetto integrato di messa in sicurezza, bonifica e reindustrializz. stabilimento Ferriera di Servola (TS) - AdP ex art.252bis d.lvo 152/2006 - Asse I, Azione II;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;SAAS;5.2.1 Interventi di finanziamento per gli Ammortizzatori sociali;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;AB1-648-03;Fondo per enti e associazioni culturali e sportive (Fondo per il finanziamento dell'articolo 1, comma 2, lettera c) della L.R. 9/2020);STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;AB79-LS:::;LAVORI SPORT:::DPCM 17 LUGLIO 2020;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;VE53;Sviluppo locale -  Riqualificazione dei centri urbani e della loro capacitÃ  di servizio;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;F_INV_INN;Fondo investimenti innovativi;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;185A;contributo alle imprese - A185N;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;ABCV;Collegamenti Viari;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;SICMS;Marginalita' Sociale;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;PSCFVG1420;Piano sviluppo e coesione FVG 14-20 Progetti nuovi;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;1002:::DPC;"Bando per l'acquisizione del servizio concernente ""Realizzazione sessione annuale sulla politica regionale unitaria"":::DPCM 17 LUGLIO 2020";STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;3:::FSC_CC;Piano Operativo FSC 2014-2020:::Strumento di Attuazione Diretta - Accordo Operativo, individuato all'interno della Delibera CIPE 10/2018 - Scheda intervento n. 50  di cui all' Allegato 3 del  Piano Op;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;BA11;FSC 2007/2013 - Interventi per lo sviluppo territoriale - riqualificazioni edilizie;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;PACCAL1420;Programma di azione e coesione 2014-2020. Programma complementare Regione Calabria;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;SALA;1.10.2 Riqualificazione e ammodernamento edilizia scolastica;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;SI2020001;APQ aree interne SICILIA - Nebrodi;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;FFCS;Fondo Crescita Sostenibile;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;PAMOIN.SS;Messa in sicurezza di infrastrutture esistenti (Piano straordinario di messa in sicurezza delle strade nei piccoli comuni delle aree interne ex delibera CIPE n.14/2019);STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;DPCM17720:;DPCM 17 LUGLIO 2020:::Contratti di Sviluppo Fondo Sviluppo e Coesione 2014-2020 Delibera CIPE 33/2015;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;ERPC;valorizzazione patrimonio culturale;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;CS03;Sicilia settore stradale;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;MOPSCSS8;Interventi rivolti al Â¿recuperoÂ¿ della socialitÃ  e del benessere psicofisico dei soggetti in etÃ  scolare;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;BOSC;Interventi di manutenzione straordinaria di complessi scolastici di II grado;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;C027;PNSC Campania - Piano di intervento dell'Ambito C03 - Infanzia;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;C003;PNSC Campania - Piano di intervento dell'Ambito A02 - Infanzia;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;4143;"Accordo di programma quadro regionale (APQR) concernente ""Infrastrutture per promuovere la mobilitÃ  compatibile con le esigenze ambientali nei centri urbani"" Â¿ Realizzazione impianti di risalita mec";STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;L181_CAMP;L. 181 Campania;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;07.01 PSC;07.01 TRASPORTO STRADALE;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;9999;PROGRAMMA OPERATIVO 2000/2006;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;ABRSL;Sviluppo Locale e Riequilibrio Aree Interne;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;CPLP;Lavori Pubblici;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
FONDOINFRSOCIAL;BOLIV;Infrastrutture Viarie;ACCORDO DI PROGRAMMA QUADRO;2014-2020;FSC;Rafforzamento clausola investimenti 34% al Mezzogiorno e contributo per infrastrutture sociali;0;
POCLAZIO;01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;POC;POC LAZIO;0;
2014IT16RFOP010:::POCLAZIO;01:::01;PROGRAMMA OPERATIVO 2014-2020:::PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FESR;POR FESR LAZIO:::POC LAZIO;0;
2014IT16RFOP010:::PSCLAZIO;01:::01;PROGRAMMA OPERATIVO 2014-2020:::PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC LAZIO;0;
POCLAZIO;LA2020002;APQ aree interne LAZIO - MONTI REATINI;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;POC;POC LAZIO;0;
2014IT16RFOP010;LA2020002;APQ aree interne LAZIO - MONTI REATINI;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FESR;POR FESR LAZIO;0;
2014IT16RFOP013;01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FESR;POR MARCHE FESR;0;
2014IT16RFOP013;01:::MA201;PROGRAMMA OPERATIVO 2014-2020:::APQ aree interne MARCHE - APPENNINO BASSO PESARESE E ANCONETANO;STRUMENTI ATTUAZIONE DIRETTA:::ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FESR;POR MARCHE FESR;0;
PSCMARCHE;01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MARCHE;0;
2017AREAINTMARC;MA2017001;APQ aree interne MARCHE - APPENNINO BASSO PESARESE E ANCONETANO;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;SNAI;SNAI MARCHE;0;
2014IT16RFOP013;MA2017001;APQ aree interne MARCHE - APPENNINO BASSO PESARESE E ANCONETANO;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FESR;POR MARCHE FESR;0;
2014IT16RFOP013;MA2017002;APQ aree interne MARCHE - Ascoli Piceno;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FESR;POR MARCHE FESR;0;
2014IT16RFOP013;MA2017003;Strategia aree interne MARCHE - Macerata;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FESR;POR MARCHE FESR;0;
2014IT16RFOP013;01:::MA201;PROGRAMMA OPERATIVO 2014-2020:::Strategia aree interne MARCHE - Macerata;STRUMENTI ATTUAZIONE DIRETTA:::ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FESR;POR MARCHE FESR;0;
2014IT16RFOP013;01:::MA201;PROGRAMMA OPERATIVO 2014-2020:::APQ aree interne MARCHE - Ascoli Piceno;STRUMENTI ATTUAZIONE DIRETTA:::ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;FESR;POR MARCHE FESR;0;
2017AREAINTMARC;MA2017003;Strategia aree interne MARCHE - Macerata;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;SNAI;SNAI MARCHE;0;
2017AREAINTMARC;MA2017002;APQ aree interne MARCHE - Ascoli Piceno;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;SNAI;SNAI MARCHE;0;
2016MEFDTFSC001;CIPE_5;Delibera CIPE 5/2015;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;METANIZZAZIONE MEZZOGIORNO;0;
PSCINFRASTRUT;3;Piano Operativo FSC 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC MIT;0;
2012SIXXXPAC00;1;PROGRAMMA OPERATIVO;STRUMENTI DI ATTUAZIONE DIRETTA;2007-2013;PAC;PAC SICILIA;0;
PSCTRENTO;01 PSCTN;Piano Sviluppo e Coesione FSC Â¿ PA Trento delibera n. 13/2021;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC TRENTO;0;
2014IT16RFOP018:::PSCTRENTO;01:::01;PROGRAMMA OPERATIVO 2014-2020:::PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FSC;PSC TRENTO;0;
2014IT16RFOP018;01:::PAPFS;PROGRAMMA OPERATIVO 2014-2020:::Programma Attuativo Provinciale Fondo per lo Sviluppo e la Coesione 2007-2013;STRUMENTI ATTUAZIONE DIRETTA:::ACCORDO DI PROGRAMMA QUADRO;2014-2020;FESR;POR PA TRENTO FESR;0;
2014IT16RFOP005;01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;FESR;POR PA BOLZANO FESR;0;
2020PCDPCINA001;DPCM24920;DPCM 24/09/2020;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;DPCM30921;DPCM 30/09/2021;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;185A;contributo alle imprese - A185N;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;PCCO;Interventi di contrasto all'emergenza Covid-19;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;DPCM17720;DPCM 17 LUGLIO 2020;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;LA2020002;APQ aree interne LAZIO - MONTI REATINI;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;01:::DPCM2;PROGRAMMA OPERATIVO 2014-2020:::DPCM 24/09/2020;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;03.01 PS;03.01 INDUSTRIA E SERVIZI - Piano Stralcio 2021-2027;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;FP-REGIONE;Fondo di progettazione ex DPCM del 14 luglio 2016 - Regione Lazio;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;3;Piano Operativo FSC 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;01:::1001:;"PROGRAMMA OPERATIVO 2014-2020:::Bando per l'acquisizione del servizio concernente ""Sviluppo, manutenzione e assistenza del sistema informativo SIGFRIDO"":::DPCM 30/09/2021";STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;DPCM17720:;DPCM 17 LUGLIO 2020:::DPCM 24/09/2020;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;SIMU;Aree a rischio marginalizzazione;ACCORDO DI PROGRAMMA QUADRO;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;AB1-C49-04;Aiuti alle Microimprese delle zone rosse COVID-19;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;209:::DPCM;"Bando per l'erogazione di contributi concernente ""Interventi per incremento e stabilizzazione dell'occupazione attraverso il sostegno alla ricerca,creazione e sviluppo di nuove unitÃ  produttive:::DPC";STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;V_DIGIT;Voucher digitalizzazione dei processi aziendali e ammodernamento tecnologico;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;MOPSCSS5;Interventi a sostegno dell'occupazione e delle fasce piÃ¹ deboli;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;SF01;Sostenere le imprese operanti nei settori dell'industria, del commercio, dell'artigianato, del sociale, dei servizi e della cooperazione nei processi di nascita, innovazione, diversificazione ed espan;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;01 PSCTN;Piano Sviluppo e Coesione FSC Â¿ PA Trento delibera n. 13/2021;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;TO2018001;APQ aree interne TOSCANA - Casentino Valtiberina;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;SALM;3.a.2.1 Interventi a favore dello sviluppo economico e produttivo;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;101:::DPCM;"Accordo di programma quadro regionale (APQR) concernente ""Ampliamento e riorganizzazione degli spazi di uso didattico dell'Istituto Tecnico Agrario A. Cecchi di Villa Caprile di Pesaro. Realizzazione:";STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;209;"Bando per l'erogazione di contributi concernente ""Interventi per incremento e stabilizzazione dell'occupazione attraverso il sostegno alla ricerca,creazione e sviluppo di nuove unitÃ  produttive";STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;FSC_CDS_33;Contratti di Sviluppo Fondo Sviluppo e Coesione 2014-2020 Delibera CIPE 33/2015;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;AD35;Bilancio 2008-2011 della provincia di Terni (legge regionale n.23/11.01.1996, norme per l'edilizia scolastica) - Piano oo.pp. 2008-2011;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;DPCM24920:;DPCM 24/09/2020:::DPCM 30/09/2021;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;1072017OSP;DGR 274 del 04/03/2019 che individua soggetti responsabili procedimenti amministrativi e tecnici per la gestione del contributo statale e regionale ed  assegna le risorse per realizzazione intervento;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;101;"Accordo di programma quadro regionale (APQR) concernente ""Ampliamento e riorganizzazione degli spazi di uso didattico dell'Istituto Tecnico Agrario A. Cecchi di Villa Caprile di Pesaro. Realizzazione";STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;185A:::DPC;contributo alle imprese - A185N:::DPCM 24/09/2020;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;PCSL;Invertenti a sostegno dello sviluppo locale;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;A51;AttivitÃ  di sostegno alle attivitÃ  di programmazione, gestione e attuazione degli interventi sostenuti attraverso REACT-EU;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;CS_FSC_CTR;Contratti di Sviluppo - parte contributo a valere sul Fondo Sviluppo e Coesione 2014-2020 di cui alle deliberazioni CIPE 52/2016 e 26/2016;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;ER01;Stumento Attuativo PAR FSC Emilia Romagna;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;LO2020002;APQ aree interne LOMBARDIA - Alto Lago di Como e Valli del Lario;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;1001;"Bando per l'acquisizione del servizio concernente ""Sviluppo, manutenzione e assistenza del sistema informativo SIGFRIDO""";STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;3:::DPCM24;Piano Operativo FSC 2014-2020:::DPCM 24/09/2020;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;DPRU;Accordo di programma quadro per l'attuazione del piano straordinario di tutela e gestione della risorsa idrica, finalizzato prioritariamente a potenziare la capacita di depurazione dei reflui urbani;ACCORDO DI PROGRAMMA QUADRO;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;DMM1;D.M. 29.07.2013 Macchinari Asse I PON RC;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
2020PCDPCINA001;04.01 PSC;04.01 EFFICIENZA ENERGETICA;STRUMENTI ATTUAZIONE DIRETTA;2014-2020;SNAI;CONTRIBUTI AI COMUNI DELLE AREE INTERNE;0;
