COD_STRUMENTO;DESCR_STRUMENTO;DESCR_TIPO_STRUMENTO;OC_CODICE_PROGRAMMA;x_CICLO;x_AMBITO;x_PROGRAMMA;QUERY;NOTE
71;SEZIONI PRIMAVERA AS 2009/2010;STRUMENTI DI ATTUAZIONE DIRETTA;2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
77;SPERIMENTAZIONE INTERVENTI DI SOCIAL HOUSING TRAMITE CASI PILOTA;STRUMENTI DI ATTUAZIONE DIRETTA;2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
89;Promozione turistica del piemonte Contributi ATL anno 2009;STRUMENTI DI ATTUAZIONE DIRETTA;2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
61;Reti Infrastrutturali e logistica - InfomobilitÃÂ ;STRUMENTI DI ATTUAZIONE DIRETTA;2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
85;"PAR-FAS ASSE I.4.1411 INTERNAZIONALIZZAZIONE - MIS INT II PSO ""Contratti d'Insediamento""";STRUMENTI DI ATTUAZIONE DIRETTA;2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
86;"PAR-FAS ASSE I.4.1411 INTERNAZIONALIZZAZIONE - MIS INT II.5 PSO ""Contratti d'Insediamento""";STRUMENTI DI ATTUAZIONE DIRETTA;2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
94;PROGETTO OVER SESSANTACINQUE;STRUMENTI DI ATTUAZIONE DIRETTA;2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
96;PIANO ANNUALE DI INTERVENTI PER L'IMPIANTISTICA SPORTIVA PER L'ANNO 2009 L.R. 93/95;STRUMENTI DI ATTUAZIONE DIRETTA;2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
98;PIANO ANNUALE DI ATTUAZIONE 2008;STRUMENTI DI ATTUAZIONE DIRETTA;2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
68;ASSISTENZA TECNICA FAS;STRUMENTI DI ATTUAZIONE DIRETTA;2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
DISU;Difesa del suolo;ACCORDO DI PROGRAMMA QUADRO (APQ);2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
AUTS;Sistema autostradale;ACCORDO DI PROGRAMMA QUADRO (APQ);2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
PISI;Sistema ricerca e innovazione;ACCORDO DI PROGRAMMA QUADRO (APQ);2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
PI10;ISTITUZIONE DI UN FONDO ROTATIVO PER LE AGENZIE FORMATIVE LEGGE REGIONALE 22 2009;STRUMENTI DI ATTUAZIONE DIRETTA;2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
80;VALORIZZAZIONE DELLE PRODUZIONI DELL'ARTIGIANATO PIEMONTESE SUL MERCATO INTERNO ED INTERNAZIONALE;STRUMENTI DI ATTUAZIONE DIRETTA;2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
PI09;SEZIONI PRIMAVERA AS 2012/2013;STRUMENTI DI ATTUAZIONE DIRETTA;2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
PI12;BEI;STRUMENTI DI ATTUAZIONE DIRETTA;2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
FERM;SISTEMA FERROVIARIO  E METROPOLITANA;ACCORDO DI PROGRAMMA QUADRO (APQ);2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
PI08;RINNOVO PARCO BUS;STRUMENTI DI ATTUAZIONE DIRETTA;2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
PI03;piano annuale di interventi per l'impiantistica sportiva anno 2011;STRUMENTI DI ATTUAZIONE DIRETTA;2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
PI11;FORMAZIONE PER TUTTA LA VITA - FORMAZIONE FORMATORI;STRUMENTI DI ATTUAZIONE DIRETTA;2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
76;CERTIFICAZIONE DI PRODOTTO E/O DI SISTEMA E/O DI PERSONALE ADDETTO;STRUMENTI DI ATTUAZIONE DIRETTA;2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
PIPO;Interventi di ammodernamento e messa in sicurezza dei presidi ospedalieri piemontesi;ACCORDO DI PROGRAMMA QUADRO (APQ);2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
PI02;VALORIZZAZIONE DEL PATRIMONIO ESCURSIONISTICO REGIONALE;STRUMENTI DI ATTUAZIONE DIRETTA;2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
PI04;PIANO ANNUALE DI INTERVENTI PER L'IMPIANTISTICA SPORTIVA PER L'ANNO 2008 L.R. 93/95;STRUMENTI DI ATTUAZIONE DIRETTA;2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
PI05;INVESTIMENTI PER IMPIANTI DI RISALITA AREE SCIABILI E OFFERTA TURISTICA CATEGORIA B;STRUMENTI DI ATTUAZIONE DIRETTA;2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
IDRI;INTERVENTI DEL S.I.I. E PER LA TUTELA DELLE RISORSE IDRICHE;ACCORDO DI PROGRAMMA QUADRO (APQ);2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
PI07;Promozione dei prodotti turistici-culturali Progetti Promozionali Strategici;STRUMENTI DI ATTUAZIONE DIRETTA;2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
69;BOTTEGHE SCUOLA;STRUMENTI DI ATTUAZIONE DIRETTA;2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
PI06;RIQUALIFICAZIONE E VALORIZZAZIONE DEL PATRIMONIO TURISTICO, SPORTIVO E CULTURALE ATTRAVERSO ADP;STRUMENTI DI ATTUAZIONE DIRETTA;2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
PIPI;Poli di Innovazione;ACCORDO DI PROGRAMMA QUADRO (APQ);2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
PI01;PROGRAMMI TERRITORIALI INTEGRATI;STRUMENTI DI ATTUAZIONE DIRETTA;2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
PI16;Interventi sistema educazivo AA.SS. 2013/2015;STRUMENTI DI ATTUAZIONE DIRETTA;2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
AZUT;Area metropolitana di Torino - Infrastrutturazione Zona Urbana di Trasformazione (Z.U.T.) AVIO OVAL;ACCORDO DI PROGRAMMA QUADRO (APQ);2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
PI21;TURISMO- SISTEMA MONTANO- PIANO ANNUALE PER INTERVENTI PER IMPIANTISTICA SPORTIVA 2012;STRUMENTI DI ATTUAZIONE DIRETTA;2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
PI19;TURISMO-PIANO ANNULAE DI ATTUAZIONE 2013;STRUMENTI DI ATTUAZIONE DIRETTA;2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
PI22;TURISMO- SISTEMA MONTANO- PIANO ANNUALE PER INTERVENTI PER IMPIANTISTICA SPORTIVA 2015;STRUMENTI DI ATTUAZIONE DIRETTA;2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
PI20;TURISMO-PIANO ANNULAE DI ATTUAZIONE 2015;STRUMENTI DI ATTUAZIONE DIRETTA;2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
PI18;PROGETTI ARTIGIANATO;STRUMENTI DI ATTUAZIONE DIRETTA;2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
56;PAR-FAS - SISTEMA INFORMATIVO FORMAZIONE E LAVORO;STRUMENTI DI ATTUAZIONE DIRETTA;2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
57;PAR-FAS - SISTEMA REGIONALE INTEGRATO DI SANITA' ELETTRONICA;STRUMENTI DI ATTUAZIONE DIRETTA;2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
IRRI;Ammodernamento e razionalizzazione delle infrastrutture irrigue;ACCORDO DI PROGRAMMA QUADRO (APQ);2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
70;SEZIONI PRIMAVERA AS 2008/2009;STRUMENTI DI ATTUAZIONE DIRETTA;2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
90;CAMPAGNA DI PROMOZIONE TURISTICA SULLA MONTAGNA INVERNALE NELLE STAZIONI FERRIVIARIE E AEREOPORTUALI ITALIANE;STRUMENTI DI ATTUAZIONE DIRETTA;2007PI002FA011;2007-2013;FSC;PAR FSC PIEMONTE;0;
PAC;Programma PAC;STRUMENTI DI ATTUAZIONE DIRETTA;2016PIXXXPAC00;2007-2013;POC;PAC PIEMONTE;0;
;;;2007IT052PO011;2007-2013;FSE;POR CRO FSE PIEMONTE;0;
01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014IT05SFOP013;2014-2020;FSE;POR PIEMONTE FSE;0;
;;;2007IT162PO013;2007-2013;FESR;POR CRO FESR UMBRIA;0;
POCBASIL;Programma Operativo Complementare (POC) Basilicata 2014/2020;STRUMENTI ATTUAZIONE DIRETTA;POCBASILICATA;2014-2020;POC;POC BASILICATA;0;
01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP022;2014-2020;FESR;POR BASILICATA FESR;0;
BA2019001:;APQ aree interne BASILICATA - Montagna materana:::Programma Operativo Complementare (POC) Basilicata 2014/2020;ACCORDO DI PROGRAMMA QUADRO AREE INTERNE:::STRUMENTI ATTUAZIONE DIRETTA;POCBASILICATA;2014-2020;POC;POC BASILICATA;0;
B262;PATTO BASILICATA - INTERVENTO STRATEGICO 26.2 POLITICHE SOCIALI E WELFARE -  Interventi per la riduzione delle disparitÃ  nelle condizioni sanitarie e accesso ai servizi sociali;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP022;2014-2020;FESR;POR BASILICATA FESR;0;
01:::BA201;PROGRAMMA OPERATIVO 2014-2020:::APQ aree interne BASILICATA - Montagna materana;STRUMENTI ATTUAZIONE DIRETTA:::ACCORDO DI PROGRAMMA QUADRO AREE INTERNE;2014IT16RFOP022;2014-2020;FESR;POR BASILICATA FESR;0;
B101;PATTO BASILICATA - INTERVENTO STRATEGICO 10.1  RISORSE IDRICHE - Grande adduzione primaria;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP022;2014-2020;FESR;POR BASILICATA FESR;0;
;;;2007IT162PO003;2007-2013;FESR;POR CRO FESR FRIULI VENEZIA GIULIA;0;
;;;2019MISEDLCRE01;2014-2020;FSC;ENERGIA COMUNI;0;
01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014IT05SFOP005;2014-2020;FSE;POR LAZIO FSE;0;
01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014IT05SFOP008;2014-2020;FSE;POR MARCHE FSE;0;
01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014IT14MFOP001;2014-2020;FEAMP;PON FEAMP;0;
AT_DGSCERP;Assistenza Tecnica OI DG SCERP;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
FCG_VEN;Riserva FCG Veneto;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP021;2014-2020;FESR;POR VENETO FESR;0;
CREDITO_IM;Credito di imposta per gli investimenti nel Mezzogiorno;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
FCG_LAZIO;Riserva FCG Lazio;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP010;2014-2020;FESR;POR LAZIO FESR;0;
FCG_FVG;Riserva FCG Friuli VG;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP009;2014-2020;FESR;POR FRIULI-VENEZIA GIULIA FESR;0;
FCG_EM_ROM;Riserva FCG Emilia Romagna;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP008;2014-2020;FESR;POR EMILIA-ROMAGNA FESR;0;
BLOCKCHAIN;Assistenza tecnica al progetto dellÂ¿OCSE Â¿Blockchain for SMEs and EntrepreneursÂ¿;STRUMENTI ATTUAZIONE DIRETTA;2017POIMPCOMFSC;2014-2020;FSC;PIANO FSC IMPRESE E COMPETITIVITA';0;
01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2017POIMPCOMFSC;2014-2020;FSC;PIANO FSC IMPRESE E COMPETITIVITA';0;
01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
AT_DGME;Convenzione AT DGMEREEN-Invitalia;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
CHIUSURA;Progetto attuazione diretta AdG - controlli chiusura;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
CONTR_LOCO;Progetto attuazione diretta AdG - controlli in loco chiusura;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
COMM_ACCER;Progetto attuazione diretta AdG - commissioni di accertamento chiusura;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
TRASFERTE;Progetto attuazione diretta AdG - trasferte;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
SEGR_TECN;Progetto Segreteria Tecnica;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
SEG_T_DGME;Progetto Segreteria Tecnica DGMEREEN;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
AT_CDS;Assistenza tecnica Contratti di sviluppo;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2016POCIMPRESE1;2014-2020;POC;POC IMPRESE;0;
AT_SPACE;Assistenza Tecnica Space Economy;STRUMENTI ATTUAZIONE DIRETTA;2017POIMPCOMFSC;2014-2020;FSC;PIANO FSC IMPRESE E COMPETITIVITA';0;
AT_CDS_FSC;Assistenza Tecnica CDS FSC;STRUMENTI ATTUAZIONE DIRETTA;2017POIMPCOMFSC;2014-2020;FSC;PIANO FSC IMPRESE E COMPETITIVITA';0;
AT_CDS_C33;Assistenza Tecnica CDS FSC Delibera CIPE 33;STRUMENTI ATTUAZIONE DIRETTA;2015MSIAIFSC011;2014-2020;FSC;CONTRATTI DI SVILUPPO;0;
AT_DGIAI;Convenzione AT DGIAI-Invitalia;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
AT_FSC;Assistenza tecnica FSC;STRUMENTI ATTUAZIONE DIRETTA;2017POIMPCOMFSC;2014-2020;FSC;PIANO FSC IMPRESE E COMPETITIVITA';0;
AT_POC;Assistenza tecnica POC;STRUMENTI ATTUAZIONE DIRETTA;2016POCIMPRESE1;2014-2020;POC;POC IMPRESE;0;
RADIO_MONI;Progetto di monitoraggio dello spettro radioelettrico;STRUMENTI ATTUAZIONE DIRETTA;2016MISEBULFSC1;2014-2020;FSC;PIANO FSC BANDA ULTRA LARGA;0;
BUL 1;BUL 1;STRUMENTI ATTUAZIONE DIRETTA;2016MISEBULFSC1;2014-2020;FSC;PIANO FSC BANDA ULTRA LARGA;0;
BUL 2;BUL 2;STRUMENTI ATTUAZIONE DIRETTA;2016MISEBULFSC1;2014-2020;FSC;PIANO FSC BANDA ULTRA LARGA;0;
BREVETTI+;Brevetti+ - Bando per la concessione di agevolazioni alle imprese per la valorizzazione economica dei brevetti;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
B_LARGA_2;Bando Aree bianche lotto 1 (Calabria) e 2 (Puglia) e lotto 3 (Sardegna);STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
CDIMP_MOL;Credito dÂ¿imposta per lÂ¿acquisto di beni strumentali - Azione 3.1.1 - POR Molise FESR FSE 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014IT16M2OP001;2014-2020;FESR-FSE;POR MOLISE FESR-FSE;0;
CDIMP_CAM;Credito dÂ¿imposta alle imprese per lÂ¿acquisizione dei beni strumentali nuovi - Azione 3.1.1 - POR Campania FESR 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP007;2014-2020;FESR;POR CAMPANIA FESR;0;
CDIMP_CAL;Credito d'Imposta - Aiuti per investimenti in macchinari, impianti e beni intangibili, e accompagnamento dei processi di riorganizzazione e rafforzamento aziendale - Azione 3.1.1 - POR Calabria FESR F;STRUMENTI ATTUAZIONE DIRETTA;2014IT16M2OP006;2014-2020;FESR-FSE;POR CALABRIA FESR-FSE;0;
CS_FSC_CTR:::CS_FSC_;Contratti di Sviluppo - parte contributo a valere sul Fondo Sviluppo e Coesione 2014-2020 di cui alle deliberazioni CIPE 52/2016 e 26/2016:::Contratti di Sviluppo - parte contributo a valere sul Fondo;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2016PATTICAMP:::2017POIMPCOMFSC;2014-2020;FSC;PATTO CAMPANIA + PIANO FSC IMPRESE E COMPETITIVITA';0;
CS_FSC_CTR;Contratti di Sviluppo - parte contributo a valere sul Fondo Sviluppo e Coesione 2014-2020 di cui alle deliberazioni CIPE 52/2016 e 26/2016;STRUMENTI ATTUAZIONE DIRETTA;2017POIMPCOMFSC;2014-2020;FSC;PIANO FSC IMPRESE E COMPETITIVITA';0;
CDS_NC;Contratti di Sviluppo non coerenti con lÂ¿Asse III Â¿ PON IC;STRUMENTI ATTUAZIONE DIRETTA;2016POCIMPRESE1;2014-2020;POC;POC IMPRESE;0;
CDS_A3_1_3;Contratto di Sviluppo - ASSE 3 Azione 3.1.3:::Contratti di Sviluppo coerenti con lÂ¿Asse III Â¿ PON IC;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
CDS_C;Contratti di Sviluppo coerenti con lÂ¿Asse III Â¿ PON IC;STRUMENTI ATTUAZIONE DIRETTA;2016POCIMPRESE1;2014-2020;POC;POC IMPRESE;0;
CDS_A3_3_1;Contratto di Sviluppo - ASSE 3 Azione 3.3.1:::Contratti di Sviluppo coerenti con lÂ¿Asse III Â¿ PON IC;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
CDS_A3_3_1;Contratto di Sviluppo - ASSE 3 Azione 3.3.1:::Contratti di Sviluppo coerenti con lÂ¿Asse III Â¿ PON IC;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2016POCIMPRESE1;2014-2020;POC;POC IMPRESE;0;
CDS_A3_1_3;Contratto di Sviluppo - ASSE 3 Azione 3.1.3:::Contratto di Sviluppo - ASSE 3 Azione 3.2.1:::Contratti di Sviluppo non coerenti con lÂ¿Asse III Â¿ PON IC;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
CDS_A3_3_1:::CDS_A3_;Contratto di Sviluppo - ASSE 3 Azione 3.3.1:::Contratti di Sviluppo - parte contributo a valere sul Fondo Sviluppo e Coesione 2014-2020 di cui alle deliberazioni CIPE 52/2016 e 26/2016:::Contratto di;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2016PATTICAMP:::2017POIMPCOMFSC;2014-2020;FSC;PATTO CAMPANIA + PIANO FSC IMPRESE E COMPETITIVITA';0;
CDS_ASSE1:;Contratto di Sviluppo - ASSE 1:::Contratti di Sviluppo - parte contributo a valere sul Fondo Sviluppo e Coesione 2014-2020 di cui alle deliberazioni CIPE 52/2016 e 26/2016;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
CDS_ASSE1:;Contratto di Sviluppo - ASSE 1:::Contratti di Sviluppo - parte contributo a valere sul Fondo Sviluppo e Coesione 2014-2020 di cui alle deliberazioni CIPE 52/2016 e 26/2016;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2017POIMPCOMFSC;2014-2020;FSC;PIANO FSC IMPRESE E COMPETITIVITA';0;
CDS_ASSE1;Contratto di Sviluppo - ASSE 1;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
CS_FSC_CTR:::CS_FSC_;Contratti di Sviluppo - parte contributo a valere sul Fondo Sviluppo e Coesione 2014-2020 di cui alle deliberazioni CIPE 52/2016 e 26/2016:::Contratti di Sviluppo - parte contributo a valere sul Fondo;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP010:::2017POIMPCOMFSC;2014-2020;FESR;POR FESR LAZIO:::PIANO OPERATIVO FSC IMPRESE E COMPETITIVITA';0;
CS_FSC_CTR;Contratti di Sviluppo - parte contributo a valere sul Fondo Sviluppo e Coesione 2014-2020 di cui alle deliberazioni CIPE 52/2016 e 26/2016;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP010;2014-2020;FESR;POR LAZIO FESR;0;
FSC_CDS_33;Contratti di Sviluppo Fondo Sviluppo e Coesione 2014-2020 Delibera CIPE 33/2015;STRUMENTI ATTUAZIONE DIRETTA;2015MSIAIFSC011;2014-2020;FSC;CONTRATTI DI SVILUPPO;0;
CDS_ASSE4;Contratto di Sviluppo - ASSE 4;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
CDS_A3_3_1;Contratto di Sviluppo - ASSE 3 Azione 3.3.1;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
CDS_A3_1_3;Contratto di Sviluppo - ASSE 3 Azione 3.1.3;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
CDS_CAMP;Contratti di Sviluppo Campania;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP007;2014-2020;FESR;POR CAMPANIA FESR;0;
B_LARGA_3;BUL - Gara 3 lotti 1, 2 e 3;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
BANDO_RETI;Bando reti distribuzione;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
DM_CAMP;DM Investimenti Innovativi Campania;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP007;2014-2020;FESR;POR CAMPANIA FESR;0;
V_INTERN;Voucher internazionalizzazione;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
EXPORT_SUD;Piano Export Sud;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
G_PR_AD;Bando Fondo Crescita Sostenibile - Agenda digitale;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
G_PR_IS;Bando Fondo Crescita Sostenibile - Industria sostenibile;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
HORIZON;Bando Fondo Crescita Sostenibile - Horizon PON;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
ACC_INNOV;Accordi per l'Innovazione;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
01;PROGRAMMA OPERATIVO 2014-2020;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP010;2014-2020;FESR;POR LAZIO FESR;0;
FABIN_SPT;Bando FCS - Fabbrica intelligente - Sportello;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
AGRIF_SPT;Bando FCS - Agrifood - Sportello;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
F181FSCAMP;Fondo Legge 181/89 risorse FSC 2014/2020;STRUMENTI ATTUAZIONE DIRETTA;2016PATTICAMP;2014-2020;FSC;PATTO CAMPANIA;0;
F181_CAMP;L. 181 Campania;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP007;2014-2020;FESR;POR CAMPANIA FESR;0;
FCDS;Fondo Contratti di Sviluppo;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
FCDS_LAZIO;Fondo CDS POR Lazio;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP010;2014-2020;FESR;POR LAZIO FESR;0;
FCG;Fondo di Garanzia;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
FCG_CAMP;Riserva FCG Campania;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP007;2014-2020;FESR;POR CAMPANIA FESR;0;
FFCS:::FFCS;Fondo Crescita Sostenibile:::Fondo Crescita Sostenibile;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003:::2016POCIMPRESE1;2014-2020;FESR;PON FESR IMPRESE E COMPETITIVITA':::POC IMPRESE E COMPETITIVITA';0;
FCG_FSC;FONDO GARANZIA PMI FSC;STRUMENTI ATTUAZIONE DIRETTA;FONDOGARANFSC;2014-2020;FSC;FONDO DI GARANZIA PMI;0;
PCSL:::PCSL;Invertenti a sostegno dello sviluppo locale:::Invertenti a sostegno dello sviluppo locale;STRUMENTI ATTUAZIONE DIRETTA:::STRUMENTI ATTUAZIONE DIRETTA;2016PATTICAMP:::2017POIMPCOMFSC;2014-2020;FSC;PATTO CAMPANIA + PIANO FSC IMPRESE E COMPETITIVITA';0;
F_181;Fondo L. 181/89;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
F_INV_INN;Fondo investimenti innovativi;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
F_SMST;Fondo Smart&Start Italia;STRUMENTI ATTUAZIONE DIRETTA;2014IT16RFOP003;2014-2020;FESR;PON IMPRESE;0;
